Station,Latitude,Longitude,Available Bikes
Bathurst St / Fort York Blvd,43.639179,-79.399595,0
Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,0
Dundas St E / Boulton Ave - SMART,43.663148,-79.347938,8
Amos Waites Park,43.613606,-79.4883535,16
King St E / River St,43.656784782853144,-79.35627385059036,6
Lansdowne Subway Station,43.65922918158098,-79.44320901022282,0
Twelfth St / Thirteenth St,43.6002896,-79.5108692,20
Oak St / Sumach St,43.6617908,-79.361515,2
Berkeley St / Dundas St E - SMART,43.658816,-79.367318,1
Bathurst Subway Station,43.6666667,-79.41166666666668,0
King St W / Fraser Ave,43.6394444,-79.42527777777778,13
Dundas St W / St Helen's Ave - SMART,43.6504218,-79.4407647,0
Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,8
Cruickshank Park,43.7023860650084,-79.52594758324148,0
York Mills Rd / Lesmill Rd,43.7549215557014,-79.35174838465576,9
Dufferin St / Bloor St W,43.66083333333333,-79.43583333333333,0
Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,0
Church St / Alexander St,43.663722,-79.380288,3
Riverdale Park South (Broadview Ave),43.667819,-79.35347,0
552 Birchmount Rd,43.71176278859601,-79.27028152889692,0
Shaughnessy Blvd / Sheppard Ave E,43.77351462694018,-79.35306224113921,2
Jane St / Finch Ave W,43.759292283169536,-79.5183741465576,1
King St W / Wilson Park Blvd,43.6372958,-79.4423237,4
Beltline Trail / Chaplin Cres,43.704461,-79.423122,0
Howard St / Sherbourne St,43.6712581,-79.376367,0
King St W / Spadina Ave,43.645323,-79.395003,11
Benshire Dr / The Meadoway,43.76174092019504,-79.24473961415558,1
St Clarens Ave / College St,43.651238,-79.43868,1
Yonge St / Macpherson Ave,43.6791876,-79.39071899999999,2
11 Spadina Rd,43.6677246,-79.4041365,0
Victoria Park Ave / Kingston Rd,43.68035,-79.28357,0
Palmerston Ave / Dundas St W,43.651603,-79.408346,1
Strachan Ave / East Liberty St - SMART,43.63906470236988,-79.41080996164456,0
Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,11
Eglinton Ave E / Mason Rd ,43.742037440522616,-79.22488680080262,6
Livingston Rd / Guildwood Pkwy,43.747854,-79.199327,6
Polson Pier,43.641675,-79.354006,20
Cherry Beach,43.637764,-79.345359,28
Little Norway Park,43.635023,-79.399505,13
Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,6
Hillsdale Ave W / Yonge St,43.7029672,-79.3979073,0
Christie St / Dupont St,43.67168,-79.421192,0
Opposite 1103 Leslie St,43.72093164598881,-79.34989416350709,1
Elm St/ University Ave (East Side),43.65637299999999,-79.38781039999999,7
Queen St. E / Eastern Ave,43.667208,-79.312315,12
75 Tandridge Cres,43.729578273586064,-79.54699793872719,1
McRae Dr / Laird Dr - SMART,43.70979296822595,-79.36389214460489,2
Gerrard St E / Broadview Ave  - SMART,43.665656,-79.352055,8
Yonge St / Bloor St,43.669969,-79.386532,2
King St W / York St (2),43.647968822765,-79.38316961352653,19
Lisgar St / Dundas St W - SMART,43.6493472,-79.42668,0
College St / Henry St ,43.6591529,-79.3947953,8
Sherbourne St / Isabella St,43.669576,-79.375961,0
Yonge St / Alexander St - SMART,43.662862,-79.383572,2
Fort York Blvd / Grand Magazine St,43.63758782904466,-79.40314232209015,1
Kennedy Rd/Ranstone Gdns (Jack Goodlad Park),43.74190570940633,-79.27181887640458,3
Dundas St W / Prince Edward Dr N,43.660324268765464,-79.51154350422973,0
Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867,1
Armoury St / Chestnut St,43.65351799690878,-79.38591063795928,10
King St E / Church St,43.65003919999999,-79.3733541,14
Humberside Grounds - SMART,43.65917,-79.46997,1
Lower Sherbourne St / The Esplanade,43.648655,-79.367061,25
Symes Rd / Glen Scarlett Rd - SMART,43.673391524931525,-79.47798367814572,3
Bloor St W / Riverside Dr,43.647663,-79.487583,2
Goodwood Park Crt / Dentonia Park,43.694826,-79.295208,0
Dundas St W / Crawford St,43.649722,-79.416944,0
Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999,4
Downsview Park Subway Station - SMART,43.753107,-79.479626,6
Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,11
Alameda Ave / Vaughan Rd - SMART,43.690903,-79.4375028,0
Sheppard Ave E / Leslie St,43.77114830031903,-79.36381166455688,7
Merton St / Mount Pleasant Rd,43.697819,-79.38786,0
King St W / Tecumseth St,43.64333333333333,-79.40555555555557,0
Simcoe St / King St W,43.647508351306186,-79.38604436555764,10
King St W / York St,43.6480008,-79.383177,21
Mill St / Parliament St,43.650256,-79.36163,14
Queen St E / Rhodes Ave,43.666224,-79.317693,19
Gerrard Square Mall (1010 Gerrard St E),43.668553,-79.338673,12
Jane St / Haney Ave,43.6743457123134,-79.4948437786083,6
Talbot Rd / Finch Hydro Corridor,43.78225298110634,-79.42367062831116,0
Davenport Rd / Christie St,43.675278,-79.423889,0
St. George St / Hoskin Ave,43.6637403,-79.39806449999999,2
Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,1
Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,0
Jarvis St / Maitland Pl,43.6647688,-79.3772602,0
Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694,3
Hawksbury Dr / Sheppard Ave E ,43.76816239444779,-79.38312075158996,4
College Park - Yonge St Entrance,43.65988,-79.38279,1
Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,1
Richmond St W / Bathurst St,43.64666748425228,-79.40299591349182,8
Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288,1
Mutual St / Shuter St (Arena Gardens),43.6559476,-79.37558829999999,10
Mabelle Park,43.645389479325615,-79.5276822170925,3
Lake Shore Blvd W / Seventeenth St,43.59841926031898,-79.51561102394257,6
111 Broadview Ave,43.6593483,-79.34993659999999,12
Colonel Danforth Park,43.7777114,-79.1659711,0
Spadina Ave / Adelaide St W,43.6472019,-79.3953394,5
Joseph J Piccininni Community Centre,43.675648,-79.4527619,0
Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,11
Broadview Ave / Westwood Ave,43.6848652,-79.356602,0
Western Battery Rd / Pirandello St,43.640075,-79.414156,2
Gordonridge Pl / Danforth Rd,43.72729077290258,-79.25237907196654,2
Bathurst St / Front St W,43.64134790000001,-79.4013882,12
Queen St E / Nursewood Rd,43.673831,-79.281455,8
Kingston Rd / Markham Rd,43.73878438927323,-79.21746485700835,7
Danforth Ave / Gough Ave,43.678401,-79.346289,1
E.T. Seton Park (Eglinton Ave E / Leslie St),43.715951,-79.351246,0
Brimley Rd / McCowan District Park,43.72704086366749,-79.24391402446746,6
36 Park Lawn Rd,43.62369169999999,-79.4838132,3
Simcoe St / Wellington St W North,43.6462176,-79.3855048,14
Humber Bay Shores Park East,43.6308933,-79.4722622,17
2300 Lakeshore Blvd W,43.61868,-79.48674,14
Wellesley St E / Jarvis St,43.6662047,-79.37901219999999,4
Howard Park Ave / Parkside Dr,43.648657,-79.458111,1
Ramsden Park,43.676184561302776,-79.38962496400146,0
Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12
Willingdon Blvd / Bloor St W (Green P),43.64817,-79.510392,3
Niagara St / Richmond St W,43.64534,-79.409597,2
Simcoe St / Pullan Pl,43.65105290412541,-79.38764943227872,25
Dalton Rd / Bloor St W,43.6662942,-79.4066433,2
Yonge St / Dundonald St - SMART,43.665801,-79.384796,4
Bond Ave / Don Mills Trail,43.74475834253035,-79.35348069940567,1
Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465,7
King St E / Victoria St,43.6495789,-79.3762096,17
Kendal Ave / Bernard Ave,43.671513,-79.408317,0
Oak St / Sackville St,43.6613642,-79.3641171,2
Hanna Ave / Liberty St,43.638608601636705,-79.41965437361068,20
Kendal Ave / Spadina Rd,43.670318,-79.405181,0
McGill St / Church St,43.660694,-79.379052,0
Lynn Williams St / Pirandello St ,43.639124514797004,-79.41423166721611,0
Coronation Park (Martin Goodman Trail),43.635007,-79.403341,9
Waterfront Trail (Rouge Hill),43.778015,-79.131911,18
Walter Saunders Park,43.699327072589426,-79.4493630391668,0
Broadview Subway Station,43.6772,-79.35858,1
Beaty Ave / Queen St W,43.6393107,-79.4408141,1
East Lynn Ave / Danforth Ave,43.6850809,-79.3149901,0
Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,55
Wilket Creek Park,43.720645,-79.355474,3
Balliol St / Yonge St - SMART,43.6978701,-79.39419,1
Ursula Franklin St / Huron St - SMART,43.660274,-79.398049,5
Cherry St / Distillery Ln,43.650279,-79.356832,7
Ellis Ave / The Queensway,43.63855,-79.46693,7
Ulster St / Bathurst St,43.66,-79.4088888888889,0
Hayter St / La Plante Ave,43.6591666666667,-79.3855555555556,15
Lisgar St / Queen St W - SMART,43.64299174164139,-79.42355911563249,0
King's Mill Park,43.64920406876699,-79.49336334201408,23
Richmond St E / Jarvis St Green P,43.652634,-79.374222,16
Rogers Rd / Bicknell Ave,43.68189526215492,-79.4736382392868,2
Soudan Ave / Yonge St ,43.70430959999999,-79.3972815,0
Ferrand Dr / Rochefort Dr,43.719632535237835,-79.33199950866776,15
Yonge St / Orchard View Blvd,43.7083577,-79.39886200000001,0
East Liberty St / Western Battery Rd,43.6392777,-79.4115736,1
Yonge St / North York Blvd,43.76726589934926,-79.41263489814757,2
Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.54033009999999,16
Euclid Ave / Bloor St W,43.664467,-79.414783,0
Dundas St E / Parliament St,43.659575,-79.365769,3
Lisgar Park,43.6423847,-79.4240277,1
Lake Shore Blvd W / Long Branch Ave,43.59445833196281,-79.53387390859834,4
Lillian St / Soudan Ave - SMART,43.70607287248461,-79.39356161653288,0
Cosburn Ave / Donlands Ave,43.690537,-79.341307,0
Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,3
Jane St / Queens Dr,43.70673804962302,-79.50477543802873,12
Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,0
Front St E / Scott St,43.6476616,-79.37549,10
Queen St W / Dovercourt Rd,43.6438602,-79.4227573,2
Lake Shore Blvd W / Ellis Ave,43.635932,-79.465083,9
Dundas St W / St. Patrick St,43.6545174,-79.3895315,7
Yonge St / Golfdale Rd,43.732016,-79.403637,2
Ossington Ave / Harrison St,43.651111111111106,-79.4213888888889,1
35 Erindale Ave,43.67729,-79.35741,0
Adelaide St W / Strachan Ave,43.643253094827294,-79.41230469904167,1
Duncan Mill Rd / Valleybrook Dr,43.76167125342455,-79.35258302698364,5
The Kingsway / Ashley Rd,43.66279594478841,-79.51959827976225,4
Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,16
Weston Rd / St Clair Ave W,43.673019,-79.467994,0
Albany Ave / Dupont St,43.67348899977229,-79.41339520555726,0
Concord Ave / Dewson St,43.656945,-79.424911,0
Dufferin St / Finch Corridor Trail,43.7724019,-79.4675395,1
1525 Dundas St W,43.64957,-79.432446,2
Princess St / Front St E,43.650297574961044,-79.36648460341635,12
Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,0
Scott St / The Esplanade,43.64659663170443,-79.37530913867988,19
St Clair Ave W / Gunns Rd,43.672079,-79.470171,1
Sorauren Ave / Geoffrey St - SMART,43.649172,-79.4445087,1
Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086,5
Winona Dr / Davenport Rd,43.674923,-79.430465,0
Bloor St W / Manning Ave - SMART,43.663912,-79.416124,0
Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,1
Toronto Inukshuk Park,43.6323994,-79.40978179999999,12
Mount Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911,0
Finch Subway Station ,43.781877158752955,-79.41528502874928,5
Scarlett Rd / Clairton Cres,43.67597251709289,-79.50582129577026,8
Willcocks St / St. George St,43.662085,-79.397735,7
Queens Quay E / Lower Sherbourne St,43.645215,-79.364898,27
Bridgman Ave / Kendal Ave,43.675556,-79.410278,0
Langford Ave / Danforth Ave - SMART,43.6800218,-79.3405681,1
St. George St / Willcocks St,43.662452744495575,-79.3978384219513,17
Eglinton Ave W / Ennerdale Rd,43.695032348609836,-79.45302971031188,1
Wallace Ave / Pauline Ave,43.6632257,-79.4397052,0
Lonsdale Rd / Spadina Rd,43.688526,-79.412903,0
Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527,0
Warden Subway Station,43.71161098023304,-79.28055565662231,0
Riverdale Park North (Broadview Ave),43.671172,-79.354704,2
Victoria Park Subway Station - SMART,43.6940155,-79.2889842,6
Queen St E / Berkeley St,43.6552778,-79.36583333333333,12
Queen St. E / Spruce Hill Rd.,43.672571,-79.289,9
Gerrard St E / Main St,43.684261,-79.299332,1
Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,35
Wellesley Station Green P,43.66496415990742,-79.38355031526893,13
Baldwin St / Spadina Ave - SMART,43.654905,-79.398448,8
Tyndall Ave / King St W - SMART,43.638426,-79.429142,6
Front St W / Blue Jays Way,43.643473,-79.390477,8
Gerrard St E / River St,43.663993,-79.358534,2
King St E / Jarvis St,43.650325,-79.372287,24
Bay St / Harbour St ,43.64215,-79.377,22
Thompson St / Carroll St,43.65907064983235,-79.35240134225845,14
Hillsdale Ave E / Mount Pleasant Rd,43.70512126615395,-79.3890271081274,0
Bloor St W / Kingsmill Rd,43.64927890131737,-79.50312995581972,1
Don Mills Rd / Fairview Mall Dr,43.77888550790407,-79.34837169762268,7
Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,10
Front St W / University Ave (1),43.6451635,-79.3831757,18
Danforth Rd / Birchmount Rd ,43.70688,-79.26850999999999,5
Dunn Ave / Queen St W,43.639522754211804,-79.43395976815727,3
Braemar Ave / Eglinton Ave W,43.7041957,-79.4094472,0
John St  / Mercer St - SMART,43.6461,-79.3895,7
800 Fleet St (North),43.63682856154585,-79.40884160367011,2
25 York St – Union Station South,43.643667,-79.380414,10
Lawrence Ave W / Marlee Ave,43.715552692740914,-79.4461544565374,5
Nelson St / Duncan St,43.648711,-79.389728,23
Essex St / Christie St,43.6686111,-79.42027777777778,0
Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,3
G Ross Lord Park,43.7781116,-79.467963,3
Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,0
D'Arcy St / McCaul St - SMART,43.655227,-79.39201,12
Crawford St / Queen St W,43.645665,-79.415345,0
Queen St W / Ossington Ave,43.643975,-79.419576,3
Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742,0
Bloor St W / Shaw St - SMART,43.662403,-79.423098,0
York St / Wellington St W (2),43.647043061824,-79.38314120681535,27
Lumsden Ave / Eastdale Ave,43.69413548199171,-79.30058718775287,4
Parliament St / Aberdeen Ave,43.665278,-79.368333,0
Driftwood Ave / Finch Corridor Trail,43.7603624,-79.5162777,1
Keele St / Annette St,43.66402,-79.46418,0
Lower Spadina Ave / Lake Shore Blvd W,43.638497,-79.39192,13
Temperance St / Bay St,43.6506,-79.381285,23
St Clair Ave W / Robina Ave,43.68005,-79.43469,0
Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,11
Park Lawn Rd / Berry Rd,43.63605238134247,-79.49325238769686,0
Lake Shore Blvd E / Leslie St,43.659195,-79.329196,15
51 Parliament St,43.652169,-79.362841,18
Emmett Ave,43.68735514096443,-79.50623313806341,0
York St / Harbour St (Love Park),43.64101663053319,-79.38035903750381,15
Bloor St W / Dundas St W,43.6563889,-79.45166666666667,0
Humber River Hospital ,43.72537884183677,-79.48719674218903,1
60 Carl Hall Rd - SMART,43.74796393423666,-79.47521217354125,3
Bay St / St. Joseph St,43.665527,-79.387499,0
Yonge St / Dundas Sq,43.655766,-79.3802,30
Bay St / College St (West Side) - SMART,43.660087,-79.385655,10
Amelia St / Sumach St,43.66852,-79.363525,1
Bond St / Queen St E,43.653236,-79.376716,35
Mill St / Cherry St,43.6513927,-79.35794659999999,3
Noble St / Queen St W,43.6424558,-79.4296346,0
Church St / Dundas St E - SMART,43.657024,-79.377257,20
Arlington Parkette,43.69105005197055,-79.43281746494293,0
Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,1
Kingston Rd / Beech Ave,43.680095,-79.291714,3
Rusholme Park Cres / College St,43.65277778,-79.42972222,1
Boston Ave / Queen St E- SMART,43.661601650964336,-79.33894582857273,11
Augusta Ave / Dundas St W,43.652473,-79.401456,5
Hocken Ave / Vaughan Rd,43.6817346,-79.4184725,0
12 Harbour St,43.6425636,-79.3762,13
St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813,0
York Recreation Centre,43.688153079245126,-79.48219789940566,9
Tobermory Dr / Finch Corridor Trail,43.7611741,-79.5114452,1
20 Charles St E,43.6691099,-79.38551,0
Priscilla Ave / Dundas St W,43.664665,-79.489385,2
Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112,0
Shuter St/River St,43.659296,-79.358035,1
York University Station (South) - SMART,43.77345,-79.5002,0
Frederick St / King St E,43.651118,-79.369411,40
19 Glendora Ave,43.75921143833388,-79.40960364801701,0
Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,0
University Ave / Queen St W,43.65052424212547,-79.38672702579497,10
King St W / Joe Shuster Way,43.639444,-79.423611,15
Simcoe St / Wellington St W South,43.6458569,-79.3853654,25
Nassau St / Bellevue Ave,43.65484215542248,-79.40351232494366,5
Pretoria Ave / Broadview Ave,43.6783213,-79.35822,0
Neil McLellan Park,43.65143,-79.47779,1
Dundonald St / Church St,43.66663,-79.38148,28
Union Station,43.645609,-79.380386,23
Bathurst St / Housey St,43.63781903961206,-79.40013176752855,15
Avenue Rd / Macpherson Ave ,43.67794376009951,-79.39836278587889,0
190 Queens Quay E,43.6451308,-79.36536439999999,15
265 Armadale Ave,43.6501644,-79.48296909999999,1
Gladstone Ave / Queen St W,43.64314139337404,-79.42728015945511,7
Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11
Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684,0
Queen St W / Shaw St,43.6442457,-79.41610440000001,3
Lake Shore Blvd W / Brow Dr,43.591410003452495,-79.54418190344097,10
The Pond Rd / Sentinel Rd,43.7696262,-79.5025943,0
365 Lippincott St,43.6649482,-79.40947,1
St Clair West Subway Station - Heath Entrance,43.686352,-79.415894,0
Fort York  Blvd / Capreol Ct,43.639832,-79.395954,0
Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889,0
Queens Park Cres / College St ,43.66018127636866,-79.39083271520538,9
Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,15
Queens Quay E / Merchants' Wharf,43.64643026333144,-79.3618163165329,27
Lake Shore Blvd W / Windermere Ave,43.634896,-79.467763,1
Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506,2
Bloor St W / Pacific Ave,43.65412449999999,-79.4636388,0
Marie Curtis Park,43.5880774,-79.5432067,4
College St / Crawford St,43.655,-79.418889,0
Dundas St E / Pembroke St ,43.658295,-79.372346,5
Wells St / Brunswick Ave,43.67105163758377,-79.40904755211488,0
Rogers Rd / Prospect Cemetery,43.68323,-79.455765,1
Hubbard Blvd / Balsam Av,43.669328,-79.288949,9
Spadina Ave / Sussex Ave ,43.66402799999999,-79.40297869999999,6
Sentinel Rd / Sheppard Ave W,43.74386580997666,-79.49181654358595,8
541 Huron St - SMART,43.670206,-79.402643,2
Judson St / Royal York Rd,43.6162721,-79.4990363,1
Fort York Blvd / Bathurst St - SMART,43.639052,-79.399792,0
Keele St / Vine Ave,43.66686,-79.46526,0
College Park South,43.65945682499,-79.38236466864778,9
1926 Lake Shore Blvd W,43.6357643,-79.4674917,10
Wellington St W / Stafford St,43.6409957,-79.40966630000001,0
Centennial College (Ashtonbee Campus),43.73003601845614,-79.2920036521843,2
Chatham Ave / Byron Ave,43.6798678328407,-79.33424613862303,0
Niagara St / Portland St,43.6425791,-79.40011729999999,0
Carlaw Ave / Dundas St E,43.665076,-79.341509,8
Sunnybrook Health Centre - S Wing,43.720998,-79.377456,2
Tiago Ave / Westview Blvd,43.71101621552703,-79.30675743891624,6
Wynford Heights Cres / Concorde Pl,43.72749778259739,-79.32714222209015,5
High Park Subway Station,43.6543604,-79.4655296,1
Ward St / Wallace Ave,43.662857,-79.44618,0
Frederick St / The Esplanade,43.6487245,-79.36839,19
Avenue Rd / Cumberland St ,43.669821695059376,-79.39444614603269,2
Humber Bay Shores Park West,43.6224434,-79.480284,16
Yonge St / Montgomery Ave - SMART,43.70960859570095,-79.39915125005619,0
York St / Wellington St W (1) ,43.646734,-79.38301,22
Queen St E / Sackville St,43.6561111,-79.36138888888888,9
101 Cedarvale Ave,43.6868681,-79.3110942,0
Jane St / Yewtree Blvd,43.75531728502427,-79.51704708227844,2
Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,14
Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,7
Widmer St / King St W,43.6463574,-79.391206,2
Yonge St / Wood St,43.6622222,-79.3825,0
Woodbine Subway Station,43.686442,-79.313404,0
Lascelles Blvd / Eglinton Ave W,43.70547,-79.40355,0
91 Via Italia,43.67665014253828,-79.44503029755326,0
Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,0
Wellesley St E / Parliament St,43.6682342,-79.3702641,0
Glebe Rd W / Yonge St,43.7005976,-79.397345,0
Palmerston Blvd / Lennox St,43.66335070995886,-79.41312798316125,0
Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161,0
Caledonia Rd / Lotherton Pathway,43.70756436685646,-79.46571474966814,13
Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942,6
Harvie Ave / Rogers Rd,43.68402031135697,-79.45297885330353,0
Lake Shore Blvd W / Twenty Fourth St,43.597082,-79.522768,12
Yonge St / Merton St ,43.6962750705313,-79.39629396191867,0
Danforth Ave / Westlake Ave,43.687323,-79.304848,0
Erskine Ave / Yonge St SMART,43.7112153,-79.39894,0
Soho St / Queen St W,43.649649714291584,-79.39372141352654,14
Adelaide St E / Parliament St,43.65378337432506,-79.36335973372954,18
Davenport Rd / Dovercourt Rd - SMART,43.6741219,-79.4352208,0
Church St / Bloor St E,43.671389,-79.382919,7
University Ave / Gerrard St W - SMART(South),43.65748153286412,-79.38921396018827,13
Liberty St / Fraser Ave Green P,43.637981,-79.424146,15
St Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447,1
Robert St / Bloor St W - SMART,43.665846,-79.404998,1
Beverley St / College St,43.6575,-79.39527777777778,3
George St / King St E,43.6509552,-79.3707,12
Duncan St / Adelaide St W - SMART,43.64813057569729,-79.38858106137695,6
Dentonia Park,43.694341,-79.291416,1
Blantyre Park,43.68306889999999,-79.279682,0
Ripley Ave / Ormskirk Ave,43.6390437,-79.4760109,11
College St / Huron St,43.658148,-79.398167,0
Bathurst St / Dundas St W,43.6518918789007,-79.40577861712723,0
Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,7
Bartlett Parkette,43.6702236,-79.4360232,0
Queen St W / Cowan Ave,43.64089724173822,-79.43283582518329,0
Sumach St  / Queen St E,43.656638,-79.358749,8
Moore Park,43.693256,-79.383238,0
Queen St E / Woodward Ave,43.665269,-79.319796,13
Front St E / Bayview Avenue,43.6535,-79.354068,17
E.T Seton Park - South ,43.70503461857136,-79.33547292037659,1
St Clair Ave W / Bathurst St.,43.683296,-79.418734,0
The Pond Rd / Ian Macdonald Blvd,43.77086729028769,-79.49812990660705,0
Eglinton Ave E / Victoria Park Ave,43.72486103230542,-79.30351306295167,4
Logan Ave / Bain Ave,43.6720273,-79.3470557,0
Sterling Rd / Dundas St W,43.6508333333333,-79.4430555555556,0
Gould St / Yonge St (TMU),43.657424,-79.381019,22
406 Oakwood Ave,43.68827060022711,-79.43937767081853,0
Simcoe St / Queen St W,43.65049,-79.3873,37
Cherry Beach Sports Fields (55 Unwin Ave),43.6408346,-79.3429074,20
Brimley Rd / Lawrence Ave E ,43.75404854399297,-79.2553167552948,1
Dundas St W / Roncesvalles Ave Green P -SMART,43.6534268,-79.4512787,1
Pottery Rd / Lower Don River Trail,43.688148,-79.362101,11
457 King St W,43.6452091,-79.3960744,11
Danforth Ave / Coxwell Ave,43.683378,-79.322961,0
Bloor St W / Brock Ave,43.6589882,-79.438715,0
Wells Hill Ave / St Clair Ave W,43.683351,-79.41562,0
Bay St / Dundas St W,43.655350778457056,-79.38345966759798,55
